age,gender,height_cm,current_weight,goal_weight,goal_type,activity_level,weeks_to_goal
31,Female,174,80.7,87.0,Muscle Gain,Sedentary,62.9
58,Female,180,71.1,83.6,General Fitness,Sedentary,54.4
34,Female,169,74.0,84.3,General Fitness,Moderate,41.5
34,Female,154,55.8,63.5,Muscle Gain,Very Active,76.5
65,Male,192,104.3,117.2,General Fitness,Very Active,51.8
39,Female,171,81.7,69.4,General Fitness,Very Active,42.4
68,Male,163,92.5,80.4,General Fitness,Moderate,54.6
18,Female,161,88.3,96.9,Muscle Gain,Moderate,72.0
58,Female,173,81.4,91.5,General Fitness,Active,40.7
50,Female,145,48.0,42.1,General Fitness,Very Active,24.2
56,Male,182,72.0,79.3,Muscle Gain,Very Active,73.5
29,Female,155,70.7,57.8,Weight Loss,Very Active,32.3
33,Male,164,60.7,39.2,Weight Loss,Sedentary,66.5
44,Female,151,92.6,97.9,Muscle Gain,Active,50.3
66,Female,166,67.5,57.7,General Fitness,Sedentary,45.7
18,Male,189,60.7,68.2,Muscle Gain,Active,66.9
60,Male,191,87.5,59.4,Weight Loss,Moderate,91.0
28,Male,168,90.6,93.6,Muscle Gain,Moderate,25.5
62,Male,186,57.8,51.7,General Fitness,Sedentary,25.8
37,Male,184,113.5,123.7,General Fitness,Active,40.3
21,Female,152,89.1,85.1,General Fitness,Very Active,12.9
40,Male,190,93.2,82.4,Weight Loss,Sedentary,35.0
20,Male,194,63.2,71.0,Muscle Gain,Moderate,55.9
42,Male,181,77.8,51.7,Weight Loss,Very Active,69.3
40,Male,160,113.8,84.7,Weight Loss,Moderate,89.5
41,Female,154,58.8,64.4,General Fitness,Sedentary,23.1
23,Male,158,98.8,108.7,Muscle Gain,Very Active,81.5
24,Female,174,84.8,82.2,General Fitness,Sedentary,6.4
50,Female,176,47.3,56.4,General Fitness,Very Active,37.2
26,Female,150,83.4,77.9,Weight Loss,Sedentary,15.6
66,Female,156,98.5,107.7,Muscle Gain,Moderate,96.8
63,Male,169,56.1,69.2,General Fitness,Moderate,52.5
20,Female,171,63.2,75.6,General Fitness,Active,48.4
70,Female,151,83.8,74.7,Weight Loss,Moderate,33.2
62,Female,152,76.5,73.5,General Fitness,Active,12.3
35,Female,164,74.9,71.0,Weight Loss,Sedentary,9.6
53,Female,159,55.5,41.9,Weight Loss,Sedentary,45.2
29,Female,171,56.2,60.5,General Fitness,Moderate,14.5
59,Female,164,55.6,44.8,General Fitness,Active,44.3
22,Male,180,105.1,109.8,General Fitness,Active,15.2
70,Male,168,114.8,124.6,General Fitness,Moderate,43.9
39,Male,188,62.0,71.4,Muscle Gain,Active,86.1
18,Male,177,101.9,74.8,Weight Loss,Sedentary,59.4
30,Male,159,86.7,93.3,Muscle Gain,Moderate,52.6
37,Female,163,96.0,69.5,Weight Loss,Very Active,66.5
51,Male,167,115.5,109.3,General Fitness,Active,24.9
42,Female,154,80.9,92.0,General Fitness,Active,39.7
41,Male,156,104.4,119.1,General Fitness,Moderate,54.1
47,Male,156,103.1,99.4,Weight Loss,Very Active,8.4
56,Male,184,58.2,45.0,General Fitness,Sedentary,57.8
57,Female,155,74.0,79.8,General Fitness,Very Active,27.1
47,Female,153,93.5,87.8,Weight Loss,Very Active,15.6
34,Female,172,46.5,57.8,Muscle Gain,Very Active,94.0
53,Male,178,80.4,68.2,General Fitness,Active,52.4
37,Male,162,118.1,105.2,Weight Loss,Sedentary,36.4
66,Male,173,102.5,90.5,General Fitness,Very Active,54.4
46,Female,167,50.8,35.2,Weight Loss,Sedentary,49.1
55,Female,175,55.4,46.8,General Fitness,Very Active,39.3
38,Female,166,81.0,89.2,Muscle Gain,Moderate,87.2
31,Male,182,96.6,99.3,General Fitness,Very Active,9.3
51,Female,171,97.9,79.4,Weight Loss,Sedentary,57.3
58,Male,157,68.8,73.1,Muscle Gain,Moderate,49.8
17,Female,165,80.3,88.7,General Fitness,Moderate,26.1
64,Male,190,117.1,107.3,Weight Loss,Active,28.8
50,Male,165,81.2,55.1,Weight Loss,Moderate,86.7
20,Male,183,96.9,80.1,Weight Loss,Moderate,47.6
51,Female,162,82.7,57.8,Weight Loss,Moderate,75.8
64,Female,150,70.2,66.3,General Fitness,Very Active,15.4
56,Female,165,56.4,46.7,Weight Loss,Active,27.9
46,Male,177,57.1,38.2,Weight Loss,Active,51.0
54,Female,162,73.4,50.6,Weight Loss,Sedentary,65.4
43,Male,177,119.5,125.7,Muscle Gain,Active,65.5
51,Female,151,67.4,54.2,Weight Loss,Moderate,42.2
35,Female,146,67.0,43.5,Weight Loss,Active,52.4
32,Male,161,58.9,47.9,General Fitness,Active,42.9
64,Female,175,59.3,51.1,Weight Loss,Very Active,22.4
22,Female,145,50.9,42.6,General Fitness,Moderate,25.3
28,Female,154,86.9,73.8,General Fitness,Sedentary,45.0
35,Male,186,57.4,49.3,Weight Loss,Sedentary,23.8
39,Female,156,61.6,75.8,General Fitness,Moderate,54.9
65,Female,169,79.3,68.6,General Fitness,Active,45.1
15,Male,186,109.4,111.6,General Fitness,Active,6.4
29,Male,172,80.0,93.8,General Fitness,Active,49.3
18,Male,183,92.6,80.8,General Fitness,Sedentary,44.7
23,Female,149,59.3,35.7,Weight Loss,Active,53.3
15,Male,165,65.8,75.7,General Fitness,Moderate,30.7
48,Female,166,59.8,66.1,Muscle Gain,Sedentary,81.2
38,Male,155,64.1,72.9,Muscle Gain,Very Active,95.3
61,Male,185,90.7,99.6,General Fitness,Active,38.6
52,Male,166,66.1,53.7,General Fitness,Active,49.7
25,Male,191,92.9,83.4,General Fitness,Active,30.5
15,Female,150,56.9,40.0,Weight Loss,Active,31.9
51,Female,157,76.9,71.9,General Fitness,Very Active,19.0
34,Male,157,64.9,45.2,Weight Loss,Very Active,46.2
42,Female,177,73.2,81.5,General Fitness,Active,27.2
49,Female,149,83.0,79.9,General Fitness,Active,12.5
44,Male,175,116.7,88.0,Weight Loss,Very Active,72.5
50,Male,156,113.0,107.3,Weight Loss,Sedentary,18.0
23,Male,168,61.7,55.1,General Fitness,Active,27.0
40,Male,166,116.3,100.4,Weight Loss,Active,35.3
64,Male,165,55.7,52.7,General Fitness,Moderate,13.4
49,Female,172,69.3,65.2,Weight Loss,Moderate,12.8
55,Male,182,101.0,114.7,General Fitness,Very Active,50.6
46,Male,163,59.9,67.2,General Fitness,Very Active,29.4
59,Female,176,98.2,91.3,Weight Loss,Sedentary,26.0
32,Female,156,68.8,58.0,Weight Loss,Active,27.1
59,Male,166,69.3,59.1,General Fitness,Active,40.3
45,Female,147,60.1,50.0,General Fitness,Sedentary,41.0
20,Female,178,78.8,88.0,Muscle Gain,Moderate,77.9
61,Male,182,99.3,80.3,Weight Loss,Sedentary,63.1
35,Male,170,75.3,67.8,General Fitness,Moderate,30.5
69,Female,145,72.3,59.2,Weight Loss,Very Active,39.7
57,Female,170,55.9,61.8,General Fitness,Active,26.0
23,Female,149,58.1,72.2,General Fitness,Very Active,43.2
50,Female,162,85.7,75.2,Weight Loss,Active,25.0
52,Male,176,76.9,68.6,Weight Loss,Active,21.2
62,Male,175,94.8,88.9,General Fitness,Sedentary,25.2
63,Female,167,85.4,82.1,Weight Loss,Very Active,9.5
31,Female,149,72.0,64.0,General Fitness,Sedentary,24.2
23,Male,181,111.3,95.2,Weight Loss,Active,31.7
43,Male,159,112.6,86.0,Weight Loss,Sedentary,88.2
19,Female,155,69.3,57.7,Weight Loss,Sedentary,29.4
67,Female,158,48.9,37.6,Weight Loss,Very Active,30.5
16,Male,189,87.8,80.4,Weight Loss,Sedentary,17.3
61,Male,176,105.8,87.1,Weight Loss,Very Active,51.4
16,Female,160,89.8,81.3,General Fitness,Sedentary,27.6
34,Male,190,116.9,105.9,General Fitness,Very Active,42.2
47,Male,164,74.8,52.7,Weight Loss,Sedentary,68.6
43,Male,157,63.8,68.5,General Fitness,Sedentary,16.3
51,Male,193,92.3,66.0,Weight Loss,Active,65.3
16,Male,172,67.2,55.8,Weight Loss,Moderate,27.9
61,Female,158,61.9,67.1,Muscle Gain,Moderate,67.9
19,Male,157,107.3,115.3,Muscle Gain,Active,74.4
15,Female,163,51.1,44.8,Weight Loss,Sedentary,16.1
62,Female,174,76.4,81.7,Muscle Gain,Active,56.6
58,Female,159,77.8,65.2,Weight Loss,Moderate,44.5
46,Female,169,88.7,83.6,Weight Loss,Sedentary,17.8
46,Female,172,71.2,78.3,General Fitness,Very Active,26.8
44,Male,159,63.4,54.6,Weight Loss,Very Active,24.7
54,Male,184,96.8,84.6,General Fitness,Moderate,55.3
29,Female,147,60.1,62.7,General Fitness,Very Active,10.1
49,Male,190,113.4,116.9,Muscle Gain,Sedentary,40.0
54,Female,157,94.9,97.4,General Fitness,Active,10.6
61,Male,163,57.1,70.7,General Fitness,Very Active,56.0
43,Male,160,98.8,87.3,Weight Loss,Moderate,34.9
62,Male,184,117.6,112.6,Weight Loss,Sedentary,16.0
44,Male,163,99.1,100.2,General Fitness,Sedentary,4.7
46,Male,159,119.2,131.2,General Fitness,Active,50.9
38,Female,176,74.6,71.2,Weight Loss,Very Active,8.0
59,Female,164,75.4,61.4,Weight Loss,Sedentary,51.1
31,Male,172,64.7,71.8,General Fitness,Very Active,24.8
22,Male,187,85.1,61.1,Weight Loss,Sedentary,69.5
35,Male,184,105.5,83.8,Weight Loss,Moderate,57.2
57,Female,161,78.0,65.6,General Fitness,Very Active,54.4
31,Male,169,88.4,90.8,General Fitness,Sedentary,8.2
31,Female,170,91.3,94.6,General Fitness,Moderate,11.6
21,Male,167,58.8,70.5,Muscle Gain,Sedentary,97.8
30,Female,150,89.8,61.9,Weight Loss,Moderate,91.0
61,Female,154,64.5,74.0,Muscle Gain,Moderate,100.2
67,Female,166,56.5,61.8,Muscle Gain,Sedentary,62.9
28,Male,162,59.7,54.0,General Fitness,Moderate,20.1
55,Male,163,56.8,53.5,Weight Loss,Sedentary,11.5
56,Male,192,68.3,44.1,Weight Loss,Very Active,73.1
19,Female,164,59.6,39.1,Weight Loss,Moderate,57.1
22,Male,162,109.1,113.9,Muscle Gain,Very Active,44.1
32,Female,154,67.7,78.5,General Fitness,Active,33.8
43,Female,165,74.4,80.0,Muscle Gain,Moderate,57.8
18,Male,189,61.9,74.8,General Fitness,Active,44.0
23,Male,167,77.6,64.6,Weight Loss,Moderate,35.0
47,Female,178,46.7,48.1,General Fitness,Moderate,5.3
31,Female,163,95.2,82.5,Weight Loss,Active,26.9
46,Female,176,71.5,76.5,General Fitness,Very Active,19.3
56,Female,169,46.1,43.7,General Fitness,Active,10.9
44,Male,165,110.9,118.2,Muscle Gain,Sedentary,75.3
53,Female,172,47.4,35.8,General Fitness,Moderate,52.8
44,Male,156,83.6,76.7,Weight Loss,Active,19.6
60,Male,185,74.3,79.4,Muscle Gain,Sedentary,59.5
32,Female,154,70.3,51.8,Weight Loss,Active,39.5
42,Male,160,106.1,114.1,General Fitness,Moderate,25.2
36,Female,164,78.2,89.7,General Fitness,Active,36.8
58,Female,154,69.2,66.7,General Fitness,Active,11.7
16,Male,165,68.9,39.8,Weight Loss,Active,60.0
45,Female,169,50.6,57.3,General Fitness,Moderate,26.7
17,Male,172,102.3,108.8,General Fitness,Active,16.7
50,Male,179,70.0,64.9,Weight Loss,Moderate,15.2
15,Male,163,101.0,76.3,Weight Loss,Active,53.5
64,Male,173,99.1,87.0,Weight Loss,Very Active,35.7
43,Female,171,72.0,47.5,Weight Loss,Moderate,76.2
35,Male,171,69.1,45.8,Weight Loss,Moderate,72.3
60,Female,173,73.6,64.8,Weight Loss,Moderate,35.0
20,Female,167,51.6,52.8,General Fitness,Moderate,3.8
63,Male,165,59.4,65.7,Muscle Gain,Very Active,75.7
51,Female,169,98.4,112.4,General Fitness,Very Active,57.2
38,Male,177,86.0,90.9,Muscle Gain,Sedentary,59.1
15,Male,190,91.9,98.2,Muscle Gain,Moderate,44.2
69,Male,169,61.9,67.1,Muscle Gain,Very Active,68.0
20,Female,164,73.4,69.0,Weight Loss,Active,9.2
57,Male,178,94.4,81.8,General Fitness,Very Active,55.1
15,Male,193,58.8,64.4,Muscle Gain,Sedentary,44.7
20,Male,165,116.3,119.0,General Fitness,Very Active,8.6
53,Female,165,76.4,52.5,Weight Loss,Moderate,85.0
19,Male,175,107.7,80.2,Weight Loss,Moderate,89.9
15,Male,190,89.2,84.7,Weight Loss,Moderate,10.6
19,Female,174,63.5,55.9,Weight Loss,Active,15.4
16,Female,148,69.4,49.5,Weight Loss,Moderate,48.9
51,Female,151,61.7,57.5,Weight Loss,Active,10.9
40,Female,171,79.2,57.9,Weight Loss,Moderate,69.5
47,Male,182,117.1,121.9,Muscle Gain,Moderate,46.5
17,Female,161,94.9,97.9,General Fitness,Active,9.7
49,Female,165,69.6,59.9,General Fitness,Active,43.5
44,Male,164,118.6,126.5,Muscle Gain,Very Active,88.3
54,Male,170,97.5,104.8,General Fitness,Very Active,30.0
18,Male,159,117.9,125.6,Muscle Gain,Very Active,65.4
62,Male,172,78.2,57.1,Weight Loss,Very Active,60.5
55,Female,157,66.4,61.6,Weight Loss,Very Active,10.9
57,Male,165,85.5,76.9,Weight Loss,Moderate,30.1
69,Male,170,55.3,37.4,Weight Loss,Moderate,66.2
65,Female,152,65.2,70.6,Muscle Gain,Active,61.5
64,Female,169,65.9,62.7,Weight Loss,Active,9.1
16,Male,167,113.6,108.8,General Fitness,Moderate,17.6
70,Female,173,89.9,91.3,General Fitness,Very Active,5.8
16,Male,186,72.7,82.1,Muscle Gain,Sedentary,77.1
70,Female,173,46.7,42.3,Weight Loss,Moderate,18.2
61,Female,176,99.6,113.1,General Fitness,Sedentary,58.0
42,Male,166,111.9,125.6,General Fitness,Very Active,57.1
32,Female,155,71.9,81.0,Muscle Gain,Sedentary,93.1
31,Male,161,102.2,111.7,General Fitness,Sedentary,39.5
60,Male,171,99.6,105.5,Muscle Gain,Moderate,81.3
60,Male,169,92.5,73.7,Weight Loss,Moderate,62.5
57,Male,155,73.8,63.4,Weight Loss,Moderate,40.6
56,Female,169,66.5,55.5,Weight Loss,Very Active,31.4
51,Female,150,94.1,100.7,General Fitness,Moderate,23.0
46,Female,173,86.4,96.2,Muscle Gain,Very Active,103.5
23,Female,145,72.5,49.6,Weight Loss,Active,52.9
52,Female,172,62.1,48.8,General Fitness,Moderate,58.5
18,Male,173,92.3,104.4,Muscle Gain,Active,87.3
52,Female,180,72.6,87.5,General Fitness,Moderate,60.3
24,Female,155,45.3,49.6,Muscle Gain,Active,42.6
41,Female,155,77.7,69.2,General Fitness,Sedentary,31.5
17,Female,148,65.9,73.6,General Fitness,Active,25.4
20,Male,161,114.9,90.3,Weight Loss,Sedentary,63.5
40,Female,167,58.8,67.2,General Fitness,Sedentary,28.3
60,Female,178,56.6,60.8,Muscle Gain,Very Active,49.4
56,Female,177,70.1,56.1,General Fitness,Moderate,57.6
42,Female,172,98.5,105.7,Muscle Gain,Very Active,72.4
60,Male,189,83.4,87.9,General Fitness,Active,18.7
23,Male,171,110.9,125.0,General Fitness,Very Active,45.0
48,Female,168,91.0,74.9,Weight Loss,Very Active,44.4
67,Male,159,94.4,96.2,General Fitness,Very Active,7.9
49,Male,184,65.3,37.6,Weight Loss,Moderate,91.0
67,Female,162,67.9,60.0,Weight Loss,Active,23.2
36,Male,182,81.5,61.4,Weight Loss,Very Active,49.2
58,Male,177,57.4,54.2,General Fitness,Moderate,12.2
35,Male,170,98.8,103.4,Muscle Gain,Moderate,44.7
25,Female,148,52.8,42.2,Weight Loss,Active,24.5
18,Female,176,60.4,57.0,Weight Loss,Active,6.2
26,Male,187,58.5,67.7,General Fitness,Moderate,31.4
32,Male,155,74.6,50.3,Weight Loss,Active,56.9
44,Male,185,61.3,43.3,Weight Loss,Sedentary,57.2
59,Male,170,116.0,118.8,General Fitness,Active,12.9
46,Female,172,64.5,69.1,General Fitness,Moderate,18.4
43,Male,177,85.9,92.7,Muscle Gain,Moderate,79.7
33,Female,174,96.6,102.7,Muscle Gain,Sedentary,54.8
21,Female,166,94.0,101.2,Muscle Gain,Very Active,64.6
53,Male,172,66.7,55.8,General Fitness,Moderate,44.8
56,Male,161,68.5,75.8,Muscle Gain,Sedentary,76.4
51,Male,158,83.4,91.0,General Fitness,Moderate,32.9
29,Male,183,114.7,93.1,Weight Loss,Sedentary,61.2
37,Male,193,70.8,49.0,Weight Loss,Very Active,54.7
41,Male,166,118.9,120.4,General Fitness,Sedentary,5.3
17,Female,145,84.4,71.7,General Fitness,Sedentary,33.9
40,Female,162,61.0,67.6,Muscle Gain,Moderate,63.9
52,Male,160,71.4,68.2,General Fitness,Very Active,11.5
47,Female,148,91.6,74.9,Weight Loss,Very Active,42.8
57,Female,175,50.9,41.5,General Fitness,Active,38.3
28,Male,157,55.9,46.7,General Fitness,Active,33.6
36,Female,177,85.2,70.7,Weight Loss,Moderate,39.5
33,Female,170,65.3,75.3,Muscle Gain,Active,91.5
44,Female,146,58.3,47.9,Weight Loss,Active,26.5
29,Female,156,84.1,96.6,General Fitness,Moderate,46.5
67,Female,149,63.4,51.9,General Fitness,Active,53.3
21,Male,186,80.7,91.1,General Fitness,Active,34.2
24,Male,166,92.0,101.7,Muscle Gain,Active,88.8
55,Female,153,49.9,41.0,General Fitness,Active,38.0
44,Female,153,57.6,51.0,General Fitness,Moderate,23.3
24,Female,172,61.9,57.3,Weight Loss,Active,10.1
54,Male,167,78.5,55.1,Weight Loss,Sedentary,72.5
53,Female,154,54.1,44.2,General Fitness,Moderate,40.7
51,Male,180,113.4,104.6,General Fitness,Active,34.1
63,Male,186,81.2,70.6,General Fitness,Active,45.9
59,Female,180,57.2,43.2,General Fitness,Active,58.7
47,Female,155,93.3,70.2,Weight Loss,Very Active,62.2
36,Male,192,66.7,78.7,General Fitness,Active,49.3
65,Male,166,79.5,70.6,General Fitness,Very Active,37.3
43,Male,165,86.7,66.6,Weight Loss,Active,44.2
49,Female,155,71.0,72.8,General Fitness,Very Active,7.6
64,Female,160,58.9,49.1,Weight Loss,Moderate,31.5
20,Female,179,47.7,54.0,General Fitness,Very Active,19.7
63,Male,188,100.2,85.8,General Fitness,Very Active,62.2
54,Female,165,67.9,62.6,Weight Loss,Very Active,13.6
69,Female,180,98.6,105.5,Muscle Gain,Sedentary,83.6
49,Male,156,62.9,44.3,Weight Loss,Moderate,60.9
41,Male,192,59.4,64.7,Muscle Gain,Very Active,55.5
25,Male,156,60.0,51.2,Weight Loss,Moderate,25.0
15,Female,154,58.2,52.5,Weight Loss,Sedentary,15.4
27,Male,170,107.9,94.2,Weight Loss,Sedentary,39.5
33,Male,155,93.6,90.1,General Fitness,Sedentary,12.9
30,Female,152,75.2,47.5,Weight Loss,Moderate,69.2
68,Female,152,55.1,42.7,Weight Loss,Sedentary,46.0
57,Male,184,86.6,75.0,Weight Loss,Sedentary,41.6
59,Male,161,97.7,77.5,Weight Loss,Sedentary,74.8
48,Male,170,71.7,78.4,Muscle Gain,Active,68.9
19,Female,165,60.7,44.4,Weight Loss,Active,32.6
22,Female,174,98.7,100.5,General Fitness,Sedentary,6.1
24,Male,189,117.9,90.4,Weight Loss,Very Active,65.0
54,Female,160,81.1,58.3,Weight Loss,Sedentary,74.7
33,Male,195,101.4,91.4,General Fitness,Moderate,38.0
59,Male,159,90.5,83.8,Weight Loss,Active,18.9
39,Female,155,64.9,44.2,Weight Loss,Very Active,50.1
29,Male,162,61.4,45.8,Weight Loss,Sedentary,43.5
25,Female,178,97.5,86.1,General Fitness,Active,40.3
65,Male,189,81.7,87.0,Muscle Gain,Very Active,75.8
21,Male,176,67.3,53.6,Weight Loss,Active,27.2
43,Female,159,87.9,80.3,Weight Loss,Very Active,19.9
20,Male,185,99.6,113.6,General Fitness,Active,42.9
33,Male,155,78.5,82.3,General Fitness,Sedentary,12.5
16,Male,183,76.0,64.4,Weight Loss,Active,23.7
25,Female,180,61.0,75.0,General Fitness,Active,47.2
47,Male,171,83.4,63.9,Weight Loss,Very Active,62.2
50,Male,169,119.8,129.9,General Fitness,Sedentary,39.8
68,Female,147,63.7,71.8,General Fitness,Active,33.0
20,Female,176,94.7,101.9,General Fitness,Sedentary,23.5
50,Female,156,76.1,69.9,Weight Loss,Moderate,17.1
38,Male,161,60.8,53.5,Weight Loss,Sedentary,22.0
38,Male,156,66.6,68.2,General Fitness,Sedentary,6.3
55,Male,172,110.6,94.8,Weight Loss,Very Active,46.5
44,Male,158,98.4,103.2,General Fitness,Sedentary,17.7
47,Female,180,67.3,63.6,General Fitness,Very Active,14.3
51,Male,158,114.4,108.7,Weight Loss,Sedentary,17.2
23,Male,172,91.7,80.4,General Fitness,Active,33.3
65,Female,151,69.7,58.4,Weight Loss,Moderate,39.7
63,Male,157,63.4,69.0,Muscle Gain,Very Active,61.6
31,Male,177,117.2,111.9,General Fitness,Sedentary,19.3
35,Female,157,85.1,89.1,Muscle Gain,Moderate,45.3
49,Female,162,73.8,65.0,General Fitness,Moderate,31.3
26,Female,174,97.7,88.0,General Fitness,Very Active,27.8
59,Male,185,113.0,103.2,General Fitness,Active,41.1
51,Female,177,67.0,52.6,Weight Loss,Moderate,47.9
35,Male,180,106.7,100.8,General Fitness,Moderate,20.5
57,Male,184,81.3,69.3,General Fitness,Very Active,49.4
70,Female,159,90.7,64.6,Weight Loss,Active,80.4
18,Male,161,81.7,88.0,Muscle Gain,Moderate,59.1
31,Female,153,50.1,36.3,Weight Loss,Sedentary,33.6
26,Male,181,68.8,74.7,Muscle Gain,Active,52.9
27,Female,168,70.3,59.7,Weight Loss,Moderate,30.1
70,Female,163,96.4,91.1,Weight Loss,Active,18.1
39,Female,160,72.8,45.5,Weight Loss,Active,69.8
22,Male,181,72.8,56.5,Weight Loss,Sedentary,41.7
43,Female,158,62.8,42.2,Weight Loss,Active,50.1
38,Female,160,92.0,96.0,Muscle Gain,Sedentary,43.8
38,Female,149,88.8,79.9,Weight Loss,Active,21.0
62,Male,167,119.8,123.2,Muscle Gain,Active,43.4
40,Male,174,113.8,104.4,Weight Loss,Active,22.5
25,Female,164,56.3,54.6,General Fitness,Very Active,5.4
15,Female,172,68.1,79.5,General Fitness,Very Active,35.4
39,Male,193,95.7,100.1,General Fitness,Sedentary,17.3
66,Female,154,88.9,101.0,General Fitness,Sedentary,63.8
61,Female,157,49.5,45.3,Weight Loss,Moderate,16.3
45,Female,155,75.7,50.8,Weight Loss,Moderate,76.2
55,Female,153,51.2,54.6,General Fitness,Moderate,12.9
24,Male,178,57.4,68.3,Muscle Gain,Active,99.6
32,Male,172,63.9,73.6,Muscle Gain,Sedentary,85.8
25,Female,160,83.8,66.4,Weight Loss,Very Active,37.7
44,Female,165,81.3,70.5,General Fitness,Active,42.8
52,Female,159,46.6,52.0,General Fitness,Moderate,22.5
39,Female,173,68.9,61.3,General Fitness,Moderate,29.3
67,Female,159,76.3,47.0,Weight Loss,Active,82.6
42,Female,145,92.0,98.9,General Fitness,Very Active,23.6
40,Female,146,94.9,89.3,General Fitness,Very Active,23.9
20,Male,187,73.9,60.4,Weight Loss,Sedentary,35.7
52,Male,173,59.0,67.9,Muscle Gain,Active,91.8
64,Female,165,70.2,74.3,General Fitness,Active,17.3
36,Female,149,54.4,68.6,General Fitness,Moderate,53.2
67,Male,169,98.2,86.0,Weight Loss,Sedentary,46.6
18,Male,190,72.0,76.5,Muscle Gain,Sedentary,35.7
24,Male,181,91.7,80.1,Weight Loss,Active,24.8
19,Female,157,82.2,62.8,Weight Loss,Active,41.6
62,Female,155,46.2,41.6,Weight Loss,Very Active,11.6
48,Male,186,67.3,60.4,Weight Loss,Very Active,19.7
37,Male,193,113.1,109.5,General Fitness,Very Active,13.3
60,Male,194,59.3,63.7,Muscle Gain,Sedentary,55.1
58,Female,146,79.7,51.9,Weight Loss,Moderate,90.1
50,Male,189,58.1,50.8,Weight Loss,Very Active,20.4
41,Male,186,102.1,79.6,Weight Loss,Moderate,73.4
34,Female,167,64.2,72.8,Muscle Gain,Very Active,84.4
47,Male,162,94.9,70.1,Weight Loss,Active,61.1
64,Female,152,50.9,46.5,Weight Loss,Active,11.1
51,Female,165,65.4,61.1,General Fitness,Moderate,18.4
27,Male,160,68.4,47.1,Weight Loss,Moderate,61.5
36,Male,156,85.2,90.6,Muscle Gain,Active,49.7
41,Female,163,75.9,66.3,Weight Loss,Sedentary,28.7
44,Female,174,58.7,62.1,General Fitness,Moderate,11.5
67,Male,185,114.7,123.6,Muscle Gain,Active,101.9
62,Male,178,88.0,79.4,Weight Loss,Moderate,27.9
38,Female,179,54.9,44.8,Weight Loss,Moderate,29.7
68,Male,193,78.3,80.5,General Fitness,Active,9.3
35,Male,180,97.7,102.8,General Fitness,Active,16.0
24,Female,160,90.4,93.5,Muscle Gain,Active,32.8
25,Female,164,93.0,63.6,Weight Loss,Active,71.2
36,Female,161,72.2,75.4,Muscle Gain,Active,29.9
63,Male,186,93.9,88.0,General Fitness,Very Active,26.2
39,Male,183,116.0,104.5,General Fitness,Active,44.1
57,Male,159,85.0,57.7,Weight Loss,Active,70.5
30,Male,172,100.6,93.7,General Fitness,Very Active,26.0
29,Male,174,55.8,67.1,Muscle Gain,Sedentary,102.2
39,Male,172,77.8,72.3,General Fitness,Sedentary,18.2
46,Male,187,77.0,71.6,Weight Loss,Very Active,15.3
42,Female,170,73.7,81.8,General Fitness,Sedentary,37.0
22,Female,165,65.1,71.9,General Fitness,Very Active,20.0
39,Male,171,81.5,84.7,Muscle Gain,Moderate,31.5
41,Male,167,67.2,57.2,Weight Loss,Active,21.9
38,Female,170,78.4,73.6,Weight Loss,Moderate,13.1
56,Male,182,113.7,98.5,Weight Loss,Moderate,48.9
52,Female,176,75.4,83.8,General Fitness,Very Active,34.3
29,Male,158,77.6,61.2,Weight Loss,Very Active,35.3
42,Male,171,63.7,66.8,Muscle Gain,Sedentary,34.9
33,Male,180,93.1,70.7,Weight Loss,Very Active,54.9
39,Male,168,118.2,94.9,Weight Loss,Very Active,64.4
30,Male,184,119.8,129.9,General Fitness,Very Active,36.2
15,Female,171,88.3,80.6,Weight Loss,Very Active,14.1
38,Female,170,79.1,87.0,Muscle Gain,Very Active,76.1
66,Female,164,93.4,67.8,Weight Loss,Sedentary,100.3
60,Female,173,61.8,72.5,General Fitness,Moderate,51.4
23,Male,169,106.2,93.5,General Fitness,Active,43.2
15,Male,170,109.3,117.9,General Fitness,Moderate,23.2
23,Female,149,75.9,72.1,General Fitness,Very Active,11.5
47,Male,160,85.3,60.8,Weight Loss,Moderate,87.6
42,Male,179,80.6,67.0,Weight Loss,Very Active,33.5
47,Female,149,80.8,86.5,Muscle Gain,Moderate,61.8
36,Female,145,55.6,70.3,General Fitness,Active,56.5
57,Male,193,73.1,58.2,General Fitness,Moderate,65.9
37,Female,157,81.6,86.4,Muscle Gain,Moderate,49.3
62,Male,176,63.2,41.6,Weight Loss,Active,60.6
40,Male,187,84.6,79.9,Weight Loss,Active,12.4
36,Male,164,73.5,47.4,Weight Loss,Very Active,65.2
47,Female,167,53.8,42.7,General Fitness,Sedentary,42.6
35,Male,162,73.0,57.4,Weight Loss,Sedentary,50.3
21,Male,191,97.6,76.9,Weight Loss,Very Active,41.4
50,Male,171,92.7,81.7,Weight Loss,Active,26.8
44,Female,175,90.9,105.7,General Fitness,Active,55.6
49,Male,189,109.9,115.7,General Fitness,Moderate,25.3
60,Male,192,110.3,121.1,General Fitness,Sedentary,43.1
47,Female,157,52.8,56.7,General Fitness,Very Active,15.5
22,Male,192,105.7,110.2,Muscle Gain,Sedentary,38.1
39,Female,151,75.9,64.1,Weight Loss,Very Active,28.3
60,Male,188,87.0,90.7,Muscle Gain,Sedentary,38.2
50,Male,190,61.5,59.6,General Fitness,Moderate,7.5
29,Male,173,105.3,113.3,General Fitness,Very Active,28.7
